data_prevista;data_entrega;valor_frete;UF_origem;UF_destino;transportadora;tipo_veiculo;status_entrega;dias_atraso
2025-03-28;2025-03-27;2829.17;RS;GO;CargaJá;Carreta;adiantada;-1
2025-03-03;2025-03-04;3579.52;GO;MT;CargaJá;VUC;entregue;1
2025-03-30;2025-04-02;3267.16;MT;MS;TransRápido;3/4;entregue;3
2025-04-08;2025-04-08;3917.66;MT;SC;CargaJá;3/4;entregue;0
2025-03-30;2025-03-31;1688.31;MG;GO;TransRápido;3/4;entregue;1
2025-03-26;2025-03-29;3102.92;GO;PE;CargaJá;VUC;entregue;3
2025-03-08;2025-03-10;1108.38;PE;SC;LogMais;Truck;entregue;2
2025-04-13;2025-04-13;3246.27;GO;PE;FreteCerto;Carreta;entregue;0
2025-04-13;2025-04-13;2706.79;MT;RS;CargaJá;Carreta;entregue;0
2025-03-25;2025-03-25;2331.15;RS;RJ;LogMais;VUC;entregue;0
2025-04-05;2025-04-07;2766.93;GO;MG;LogMais;VUC;entregue;2
2025-03-09;2025-03-09;3225.45;MS;MT;CargaJá;Carreta;entregue;0
2025-03-04;2025-03-04;2975.36;SC;PE;CargaJá;VUC;entregue;0
2025-03-08;2025-03-08;2613.47;SC;MT;FreteCerto;Carreta;entregue;0
2025-04-03;2025-04-05;2442.67;BA;GO;TransRápido;Truck;entregue;2
2025-04-22;2025-04-25;3154.47;RS;SC;CargaJá;VUC;entregue;3
2025-04-20;2025-04-22;1542.74;MS;PR;TransRápido;Truck;entregue;2
2025-03-24;2025-03-27;3628.09;SP;RJ;TransRápido;3/4;entregue;3
2025-04-14;2025-04-13;1134.01;PE;PR;LogMais;VUC;adiantada;-1
2025-03-10;2025-03-10;2994.64;MG;ES;CargaJá;Carreta;entregue;0
2025-03-25;2025-03-24;2165.38;SP;RS;FreteCerto;VUC;adiantada;-1
2025-02-28;2025-03-03;2548.84;MS;MG;LogMais;3/4;entregue;3
2025-03-10;2025-03-13;3029.82;GO;RS;CargaJá;VUC;entregue;3
2025-03-22;2025-03-22;2955.09;ES;MS;CargaJá;Carreta;entregue;0
2025-03-11;2025-03-12;1901.42;ES;BA;CargaJá;VUC;entregue;1
2025-03-26;2025-03-29;1741.4;GO;SC;FreteCerto;3/4;entregue;3
2025-04-10;2025-04-09;1083.59;MT;BA;FreteCerto;VUC;adiantada;-1
2025-04-02;2025-04-02;3658.37;ES;GO;TransRápido;Carreta;entregue;0
2025-03-26;2025-03-26;3729.89;GO;BA;TransRápido;VUC;entregue;0
2025-03-08;2025-03-08;3496.09;MT;MG;LogMais;Truck;entregue;0
2025-03-24;2025-03-24;800.39;SP;ES;FreteCerto;Truck;entregue;0
2025-04-04;2025-04-07;2502.76;PE;PR;FreteCerto;Truck;entregue;3
2025-03-23;2025-03-22;1081.63;RS;PE;TransRápido;VUC;adiantada;-1
2025-03-26;2025-03-28;1023.13;GO;SC;CargaJá;VUC;entregue;2
2025-02-28;2025-03-03;2373.66;BA;SC;CargaJá;3/4;entregue;3
2025-02-28;2025-02-28;2646.66;RS;BA;CargaJá;VUC;entregue;0
2025-03-14;2025-03-15;803.83;RJ;PE;CargaJá;Carreta;entregue;1
2025-04-15;2025-04-16;1350.77;RS;MG;TransRápido;Truck;entregue;1
2025-04-18;2025-04-17;3000.75;PE;BA;CargaJá;VUC;adiantada;-1
2025-03-18;2025-03-18;2016.62;MG;MT;CargaJá;Truck;entregue;0
2025-04-15;2025-04-15;2499.12;SP;MG;TransRápido;Truck;entregue;0
2025-03-28;2025-03-29;3681.03;RS;PR;TransRápido;3/4;entregue;1
2025-03-08;2025-03-08;2418.86;SP;PR;CargaJá;Truck;entregue;0
2025-02-24;2025-02-24;3692.52;PE;MG;FreteCerto;3/4;entregue;0
2025-04-22;2025-04-25;2824.77;BA;RS;CargaJá;3/4;entregue;3
2025-02-26;2025-02-27;1059.35;SP;BA;CargaJá;Carreta;entregue;1
2025-04-01;2025-04-01;1301.26;PE;MT;CargaJá;VUC;entregue;0
2025-04-03;2025-04-04;3697.62;BA;SC;CargaJá;VUC;entregue;1
2025-03-04;2025-03-04;3095.71;BA;ES;FreteCerto;Carreta;entregue;0
2025-04-10;2025-04-13;823.96;MG;GO;CargaJá;3/4;entregue;3
2025-04-17;2025-04-19;1531.13;SP;MG;LogMais;Truck;entregue;2
2025-02-25;2025-02-27;3753.03;SC;RJ;FreteCerto;Carreta;entregue;2
2025-04-09;2025-04-11;1585.44;ES;BA;LogMais;3/4;entregue;2
2025-04-13;2025-04-12;980.72;MT;BA;LogMais;Carreta;adiantada;-1
2025-03-23;2025-03-23;3023.88;SC;SP;FreteCerto;Carreta;entregue;0
2025-03-02;2025-03-04;947.05;SC;GO;TransRápido;VUC;entregue;2
2025-04-14;2025-04-14;1679.73;PR;RS;FreteCerto;VUC;entregue;0
2025-03-29;2025-03-29;3563.0;MT;MG;CargaJá;3/4;entregue;0
2025-04-06;2025-04-05;3060.6;MT;BA;LogMais;Carreta;adiantada;-1
2025-04-23;2025-04-23;929.6;MS;PR;TransRápido;Truck;entregue;0
2025-04-07;2025-04-10;1206.38;MT;PR;FreteCerto;3/4;entregue;3
2025-04-01;2025-04-02;899.12;ES;MS;TransRápido;Truck;entregue;1
2025-04-24;2025-04-24;1579.58;PR;MS;LogMais;3/4;entregue;0
2025-03-07;2025-03-10;1203.68;BA;GO;FreteCerto;3/4;entregue;3
2025-02-26;2025-02-26;2915.55;PR;MG;FreteCerto;3/4;entregue;0
2025-04-07;2025-04-07;3542.63;RS;PR;LogMais;VUC;entregue;0
2025-04-16;2025-04-19;1624.57;RS;SC;CargaJá;3/4;entregue;3
2025-03-31;2025-03-31;2161.1;PE;SP;CargaJá;VUC;entregue;0
2025-03-25;2025-03-24;1759.26;ES;RJ;TransRápido;VUC;adiantada;-1
2025-04-10;2025-04-10;2935.35;RJ;PE;LogMais;VUC;entregue;0
2025-04-06;2025-04-06;1017.7;MT;ES;CargaJá;VUC;entregue;0
2025-03-20;2025-03-22;1758.08;RJ;RS;TransRápido;VUC;entregue;2
2025-03-17;2025-03-17;2269.72;MT;SC;LogMais;Truck;entregue;0
2025-04-04;2025-04-04;3896.94;RJ;MS;CargaJá;3/4;entregue;0
2025-03-31;2025-03-31;916.56;SP;ES;LogMais;Truck;entregue;0
2025-04-13;2025-04-16;2384.52;RS;PR;FreteCerto;Carreta;entregue;3
2025-03-29;2025-03-29;2786.94;RJ;GO;CargaJá;Truck;entregue;0
2025-03-11;2025-03-11;2431.91;PE;RS;TransRápido;Truck;entregue;0
2025-03-06;2025-03-05;1597.64;RS;PE;CargaJá;VUC;adiantada;-1
2025-03-26;2025-03-28;1860.8;ES;MS;CargaJá;Carreta;entregue;2
2025-03-22;2025-03-23;1182.71;SP;MT;LogMais;Truck;entregue;1
2025-03-10;2025-03-10;2054.25;SP;MT;TransRápido;Carreta;entregue;0
2025-02-26;2025-03-01;1865.88;SC;ES;LogMais;Carreta;entregue;3
2025-04-20;2025-04-20;2693.94;PE;RJ;LogMais;Truck;entregue;0
2025-03-05;2025-03-05;1033.57;MG;BA;TransRápido;3/4;entregue;0
2025-04-14;2025-04-14;1951.19;MG;RJ;TransRápido;3/4;entregue;0
2025-03-15;2025-03-15;3954.03;SP;PR;FreteCerto;Truck;entregue;0
2025-04-13;2025-04-16;3493.99;MG;ES;FreteCerto;Carreta;entregue;3
2025-03-18;2025-03-17;1742.15;RJ;MS;LogMais;3/4;adiantada;-1
2025-04-22;2025-04-25;2114.65;SC;ES;FreteCerto;Truck;entregue;3
2025-04-04;2025-04-05;1009.95;MS;SC;CargaJá;Carreta;entregue;1
2025-03-21;2025-03-22;2147.66;MT;PR;FreteCerto;Truck;entregue;1
2025-04-18;2025-04-18;1028.89;ES;RJ;LogMais;3/4;entregue;0
2025-04-13;2025-04-15;3763.04;SC;GO;LogMais;3/4;entregue;2
2025-03-29;2025-03-29;1258.06;ES;RS;LogMais;3/4;entregue;0
2025-03-20;2025-03-22;3998.96;SP;PR;FreteCerto;3/4;entregue;2
2025-04-05;2025-04-05;3957.42;SP;PR;TransRápido;Truck;entregue;0
2025-03-14;2025-03-16;3817.4;SC;MT;LogMais;3/4;entregue;2
2025-03-05;2025-03-05;3800.3;SP;ES;FreteCerto;3/4;entregue;0
2025-03-19;2025-03-21;1558.81;RJ;SC;FreteCerto;3/4;entregue;2
2025-04-18;2025-04-17;2427.93;ES;MT;FreteCerto;3/4;adiantada;-1
2025-04-23;2025-04-24;1351.53;RJ;SC;CargaJá;VUC;entregue;1
2025-03-31;2025-03-31;1669.27;SP;MT;CargaJá;Carreta;entregue;0
2025-03-02;2025-03-02;1641.99;BA;PR;TransRápido;VUC;entregue;0
2025-03-15;2025-03-18;2533.52;BA;PR;LogMais;3/4;entregue;3
2025-02-25;2025-02-25;3431.38;ES;PE;FreteCerto;Truck;entregue;0
2025-03-25;2025-03-25;3127.85;BA;SC;TransRápido;3/4;entregue;0
2025-04-03;2025-04-02;3764.68;PR;SP;TransRápido;Truck;adiantada;-1
2025-03-29;2025-03-29;1243.83;SP;MS;LogMais;3/4;entregue;0
2025-03-29;2025-03-29;1742.5;MT;PE;CargaJá;Carreta;entregue;0
2025-03-23;2025-03-23;3113.84;MG;GO;TransRápido;3/4;entregue;0
2025-04-16;2025-04-16;2652.92;MG;BA;TransRápido;Carreta;entregue;0
2025-04-13;2025-04-13;2996.48;SC;SP;LogMais;Carreta;entregue;0
2025-03-04;2025-03-03;3450.59;RS;MS;LogMais;3/4;adiantada;-1
2025-04-21;2025-04-21;818.02;SP;PE;LogMais;Carreta;entregue;0
2025-04-04;2025-04-05;1582.91;SC;BA;TransRápido;Truck;entregue;1
2025-03-07;2025-03-07;2222.75;SP;MS;TransRápido;Carreta;entregue;0
2025-02-28;2025-03-02;1831.77;MG;PE;CargaJá;Carreta;entregue;2
2025-04-18;2025-04-18;1059.45;BA;ES;LogMais;Truck;entregue;0
2025-04-05;2025-04-05;1997.11;PR;ES;FreteCerto;3/4;entregue;0
2025-04-13;2025-04-13;1441.89;BA;SP;TransRápido;Carreta;entregue;0
2025-04-15;2025-04-18;2447.09;MS;SP;LogMais;VUC;entregue;3
2025-03-03;2025-03-03;3211.66;SP;BA;LogMais;3/4;entregue;0
2025-03-17;2025-03-17;3362.45;ES;BA;CargaJá;VUC;entregue;0
2025-04-08;2025-04-08;2312.45;PE;PR;TransRápido;3/4;entregue;0
2025-03-16;2025-03-15;3400.46;ES;GO;FreteCerto;Truck;adiantada;-1
2025-02-27;2025-02-28;2717.91;ES;PE;CargaJá;Truck;entregue;1
2025-03-25;2025-03-27;3860.17;PR;MG;LogMais;Carreta;entregue;2
2025-03-07;2025-03-07;1476.67;PR;SP;CargaJá;Truck;entregue;0
2025-03-05;2025-03-05;3579.95;SC;MS;TransRápido;3/4;entregue;0
2025-02-25;2025-02-25;2524.85;ES;PR;LogMais;3/4;entregue;0
2025-03-29;2025-03-30;1043.07;RS;SC;LogMais;VUC;entregue;1
2025-03-24;2025-03-24;2729.35;SP;PE;LogMais;VUC;entregue;0
2025-04-24;2025-04-27;1272.13;GO;MG;LogMais;3/4;entregue;3
2025-04-06;2025-04-06;2999.92;PR;RJ;LogMais;Carreta;entregue;0
2025-03-01;2025-03-04;2176.43;SP;RS;CargaJá;3/4;entregue;3
2025-04-14;2025-04-16;1300.21;RJ;GO;TransRápido;Carreta;entregue;2
2025-03-19;2025-03-22;3110.44;MT;MS;LogMais;Truck;entregue;3
2025-04-22;2025-04-22;3617.69;ES;SC;TransRápido;3/4;entregue;0
2025-04-12;2025-04-12;3325.78;MG;MT;FreteCerto;Truck;entregue;0
2025-03-22;2025-03-22;2200.34;RS;RJ;LogMais;Carreta;entregue;0
2025-02-26;2025-02-26;1708.05;ES;PE;LogMais;Truck;entregue;0
2025-03-03;2025-03-04;3205.5;MS;RS;TransRápido;Truck;entregue;1
2025-04-16;2025-04-16;2560.53;GO;SC;TransRápido;VUC;entregue;0
2025-03-16;2025-03-19;1894.55;SP;RJ;CargaJá;Carreta;entregue;3
2025-03-05;2025-03-05;3368.61;BA;MT;CargaJá;VUC;entregue;0
2025-03-05;2025-03-04;2167.9;GO;MG;LogMais;Carreta;adiantada;-1
2025-03-16;2025-03-16;2385.9;SP;PE;FreteCerto;VUC;entregue;0
2025-04-07;2025-04-07;811.4;SC;GO;FreteCerto;Truck;entregue;0
2025-03-29;2025-03-29;3467.42;PE;SC;TransRápido;Truck;entregue;0
2025-04-02;2025-04-01;3378.86;RS;MG;FreteCerto;VUC;adiantada;-1
2025-03-20;2025-03-23;1362.16;MG;SC;LogMais;VUC;entregue;3
2025-04-18;2025-04-17;3506.6;ES;RS;CargaJá;VUC;adiantada;-1
2025-04-12;2025-04-13;1414.74;RJ;MT;LogMais;VUC;entregue;1
2025-03-14;2025-03-14;3632.63;SP;RJ;TransRápido;VUC;entregue;0
2025-04-18;2025-04-20;2249.81;SC;BA;CargaJá;3/4;entregue;2
2025-02-24;2025-02-27;2503.89;SP;ES;FreteCerto;Carreta;entregue;3
2025-03-23;2025-03-25;2559.22;RS;SP;CargaJá;3/4;entregue;2
2025-03-02;2025-03-02;1773.81;RS;SC;CargaJá;Carreta;entregue;0
2025-03-27;2025-03-27;1055.65;SC;PR;FreteCerto;Carreta;entregue;0
2025-03-13;2025-03-14;2215.55;ES;RJ;TransRápido;Carreta;entregue;1
2025-04-01;2025-03-31;2466.61;MS;SP;TransRápido;VUC;adiantada;-1
2025-04-11;2025-04-11;1243.87;PE;MT;TransRápido;3/4;entregue;0
2025-03-11;2025-03-11;1151.18;SP;PR;LogMais;3/4;entregue;0
2025-03-04;2025-03-04;948.97;PR;RJ;TransRápido;VUC;entregue;0
2025-03-27;2025-03-27;3695.55;PR;MG;LogMais;3/4;entregue;0
2025-03-27;2025-03-27;1745.51;GO;MT;LogMais;3/4;entregue;0
2025-03-09;2025-03-12;3771.57;RJ;BA;FreteCerto;Truck;entregue;3
2025-03-06;2025-03-06;2459.14;SC;RS;CargaJá;Truck;entregue;0
2025-02-24;2025-02-25;1220.06;GO;PR;CargaJá;VUC;entregue;1
2025-04-22;2025-04-24;817.07;RS;PR;CargaJá;Carreta;entregue;2
2025-03-22;2025-03-23;1066.28;PE;MT;FreteCerto;3/4;entregue;1
2025-04-24;2025-04-24;3416.71;RJ;MS;LogMais;VUC;entregue;0
2025-03-18;2025-03-18;1313.04;PE;MT;TransRápido;Truck;entregue;0
2025-02-27;2025-02-27;2631.0;RS;ES;LogMais;Truck;entregue;0
2025-03-19;2025-03-20;3526.38;MG;RS;TransRápido;Truck;entregue;1
2025-04-21;2025-04-24;1869.21;PR;MS;CargaJá;Carreta;entregue;3
2025-03-09;2025-03-11;2634.4;MT;MG;TransRápido;VUC;entregue;2
2025-03-20;2025-03-23;3041.62;PE;BA;FreteCerto;3/4;entregue;3
2025-04-14;2025-04-15;1788.09;RJ;PE;CargaJá;Truck;entregue;1
2025-04-18;2025-04-18;2511.16;RS;SC;CargaJá;VUC;entregue;0
2025-03-30;2025-03-30;2351.77;PR;RJ;TransRápido;Truck;entregue;0
2025-03-30;2025-03-31;2790.12;BA;RS;FreteCerto;VUC;entregue;1
2025-03-04;2025-03-06;1321.83;MG;SC;FreteCerto;Carreta;entregue;2
2025-03-26;2025-03-28;2411.39;PR;SP;CargaJá;Carreta;entregue;2
2025-04-23;2025-04-23;805.22;SC;MS;LogMais;3/4;entregue;0
2025-03-02;2025-03-02;2355.61;SC;GO;LogMais;Truck;entregue;0
2025-03-26;2025-03-29;2715.03;RJ;RS;FreteCerto;3/4;entregue;3
2025-03-06;2025-03-08;2068.83;RJ;PR;TransRápido;VUC;entregue;2
2025-03-31;2025-03-30;2505.72;MG;PR;CargaJá;Truck;adiantada;-1
2025-03-07;2025-03-08;3448.83;SP;PE;CargaJá;3/4;entregue;1
2025-02-24;2025-02-27;2681.41;BA;SC;FreteCerto;Truck;entregue;3
2025-03-18;2025-03-18;3507.4;MT;PR;FreteCerto;3/4;entregue;0
2025-04-20;2025-04-20;1054.83;SC;BA;FreteCerto;3/4;entregue;0
2025-03-13;2025-03-12;1504.9;BA;PR;FreteCerto;Carreta;adiantada;-1
2025-03-27;2025-03-30;2550.56;PE;BA;LogMais;Truck;entregue;3
2025-03-27;2025-03-29;2922.12;BA;MG;TransRápido;VUC;entregue;2
2025-03-27;2025-03-28;1938.24;RJ;MS;FreteCerto;Truck;entregue;1
2025-04-14;2025-04-14;3876.88;SP;BA;TransRápido;Carreta;entregue;0
2025-03-11;2025-03-14;3256.42;SP;RS;CargaJá;3/4;entregue;3
2025-04-01;2025-04-01;1700.64;PR;GO;CargaJá;Carreta;entregue;0
2025-03-10;2025-03-13;1711.96;PR;ES;TransRápido;Carreta;entregue;3
2025-04-19;2025-04-19;1929.37;PR;PE;TransRápido;3/4;entregue;0
2025-03-15;2025-03-17;3728.24;SP;BA;TransRápido;Carreta;entregue;2
2025-04-15;2025-04-14;1426.23;RJ;GO;TransRápido;Truck;adiantada;-1
2025-04-18;2025-04-18;2632.0;MG;PR;CargaJá;Truck;entregue;0
2025-03-29;2025-04-01;3805.61;MG;ES;FreteCerto;Carreta;entregue;3
2025-04-19;2025-04-22;1793.01;MT;SC;CargaJá;Truck;entregue;3
2025-03-13;2025-03-15;3802.86;PE;MS;TransRápido;VUC;entregue;2
2025-03-15;2025-03-15;3639.24;MS;GO;TransRápido;Carreta;entregue;0
2025-04-12;2025-04-12;3854.91;PE;MG;TransRápido;Truck;entregue;0
2025-04-17;2025-04-18;1776.02;ES;SC;TransRápido;3/4;entregue;1
2025-03-18;2025-03-18;3354.79;ES;SP;FreteCerto;VUC;entregue;0
2025-03-27;2025-03-30;2722.34;ES;SP;CargaJá;Truck;entregue;3
2025-03-03;2025-03-04;2382.41;MT;SP;FreteCerto;3/4;entregue;1
2025-03-26;2025-03-26;3384.31;RJ;PR;FreteCerto;VUC;entregue;0
2025-03-04;2025-03-04;2612.42;RS;PE;LogMais;3/4;entregue;0
2025-03-26;2025-03-25;3341.94;ES;GO;FreteCerto;Truck;adiantada;-1
2025-04-11;2025-04-11;3606.64;RJ;SC;TransRápido;3/4;entregue;0
2025-03-10;2025-03-13;2000.97;RS;MG;LogMais;VUC;entregue;3
2025-04-12;2025-04-11;842.36;RJ;BA;FreteCerto;VUC;adiantada;-1
2025-04-15;2025-04-17;3569.02;BA;SC;FreteCerto;VUC;entregue;2
2025-03-11;2025-03-14;862.32;PR;ES;TransRápido;Carreta;entregue;3
2025-04-24;2025-04-23;854.34;GO;SC;LogMais;Carreta;adiantada;-1
2025-03-14;2025-03-14;3979.95;ES;PE;TransRápido;Carreta;entregue;0
2025-04-13;2025-04-13;3942.24;ES;PE;LogMais;Carreta;entregue;0
2025-03-05;2025-03-05;3886.42;PR;RJ;FreteCerto;Truck;entregue;0
2025-03-10;2025-03-13;3587.88;RJ;MS;LogMais;3/4;entregue;3
2025-04-02;2025-04-02;1874.23;RS;BA;TransRápido;Carreta;entregue;0
2025-02-27;2025-02-28;1268.05;PE;SC;FreteCerto;VUC;entregue;1
2025-03-27;2025-03-27;2026.28;ES;RS;TransRápido;Carreta;entregue;0
2025-04-11;2025-04-11;930.86;MG;RS;CargaJá;VUC;entregue;0
2025-03-15;2025-03-15;3701.87;RS;ES;LogMais;3/4;entregue;0
2025-03-05;2025-03-05;1862.72;PE;BA;TransRápido;VUC;entregue;0
2025-03-14;2025-03-17;3306.14;BA;MG;TransRápido;3/4;entregue;3
2025-04-02;2025-04-02;2348.21;ES;MG;TransRápido;VUC;entregue;0
2025-03-26;2025-03-28;1396.28;MS;MG;FreteCerto;3/4;entregue;2
2025-04-10;2025-04-10;869.68;SP;MG;CargaJá;Carreta;entregue;0
2025-04-19;2025-04-21;2668.72;RS;MT;TransRápido;Truck;entregue;2
2025-04-16;2025-04-16;3816.27;RJ;MT;CargaJá;Carreta;entregue;0
2025-04-13;2025-04-13;3525.09;SP;PR;LogMais;Carreta;entregue;0
2025-03-26;2025-03-29;3411.62;PR;GO;FreteCerto;Truck;entregue;3
2025-03-16;2025-03-16;2674.17;MS;PR;CargaJá;Truck;entregue;0
2025-03-09;2025-03-10;2431.58;BA;MT;TransRápido;VUC;entregue;1
2025-04-10;2025-04-12;1806.41;MT;SC;TransRápido;Carreta;entregue;2
2025-04-07;2025-04-07;2629.67;MS;BA;TransRápido;Truck;entregue;0
2025-04-23;2025-04-23;1511.07;BA;MG;FreteCerto;Carreta;entregue;0
2025-04-16;2025-04-16;3619.04;MG;MS;FreteCerto;Carreta;entregue;0
2025-03-01;2025-03-01;2205.45;MS;MT;FreteCerto;3/4;entregue;0
2025-04-06;2025-04-05;3003.76;ES;RS;TransRápido;3/4;adiantada;-1
2025-03-14;2025-03-17;2735.53;RJ;MS;LogMais;3/4;entregue;3
2025-04-19;2025-04-22;2966.75;PE;MG;FreteCerto;VUC;entregue;3
2025-03-21;2025-03-21;1609.2;SP;MS;FreteCerto;Carreta;entregue;0
2025-04-08;2025-04-07;1341.44;MT;PR;TransRápido;3/4;adiantada;-1
2025-03-11;2025-03-11;2880.42;SC;RS;TransRápido;VUC;entregue;0
2025-03-01;2025-03-01;830.39;RS;MG;TransRápido;3/4;entregue;0
2025-04-18;2025-04-19;3446.51;MG;GO;FreteCerto;Carreta;entregue;1
2025-04-13;2025-04-13;3156.39;GO;RS;FreteCerto;Carreta;entregue;0
2025-04-21;2025-04-22;3875.9;MG;ES;TransRápido;Truck;entregue;1
2025-02-28;2025-03-02;1964.36;ES;SP;LogMais;VUC;entregue;2
2025-03-08;2025-03-11;1975.01;SP;RS;CargaJá;VUC;entregue;3
2025-02-25;2025-02-27;1929.4;RJ;SP;FreteCerto;3/4;entregue;2
2025-03-26;2025-03-27;3281.36;MG;PE;LogMais;VUC;entregue;1
2025-03-05;2025-03-04;2411.02;RS;MT;CargaJá;Truck;adiantada;-1
2025-03-10;2025-03-12;1186.21;MS;ES;CargaJá;Carreta;entregue;2
2025-04-12;2025-04-14;3887.15;ES;MT;FreteCerto;VUC;entregue;2
2025-03-15;2025-03-15;2891.19;RJ;ES;TransRápido;VUC;entregue;0
2025-03-28;2025-03-27;3612.0;BA;RS;TransRápido;Carreta;adiantada;-1
2025-03-14;2025-03-13;2203.98;PE;ES;LogMais;Truck;adiantada;-1
2025-03-25;2025-03-25;1312.21;GO;RS;TransRápido;3/4;entregue;0
2025-03-15;2025-03-18;1876.82;MG;MS;FreteCerto;Truck;entregue;3
2025-03-27;2025-03-27;816.49;GO;RS;TransRápido;VUC;entregue;0
2025-04-13;2025-04-15;2178.21;RJ;MG;LogMais;3/4;entregue;2
2025-04-07;2025-04-07;1431.88;RJ;PE;LogMais;3/4;entregue;0
2025-04-03;2025-04-03;1902.38;MG;SP;LogMais;Truck;entregue;0
2025-04-02;2025-04-05;826.33;RS;SC;CargaJá;3/4;entregue;3
2025-03-13;2025-03-15;1697.07;SC;BA;CargaJá;3/4;entregue;2
2025-03-08;2025-03-08;1455.61;SP;RS;TransRápido;Truck;entregue;0
2025-03-06;2025-03-06;3168.7;PE;PR;FreteCerto;VUC;entregue;0
2025-03-28;2025-03-29;2859.07;SC;BA;CargaJá;3/4;entregue;1
2025-03-31;2025-03-30;3528.13;GO;BA;FreteCerto;Carreta;adiantada;-1
2025-03-18;2025-03-19;2322.0;MT;RJ;FreteCerto;Truck;entregue;1
2025-02-24;2025-02-23;3632.66;RS;MS;FreteCerto;Carreta;adiantada;-1
2025-04-12;2025-04-11;1449.0;SC;RJ;TransRápido;VUC;adiantada;-1
2025-02-26;2025-02-25;3951.84;MS;PR;TransRápido;VUC;adiantada;-1
2025-04-17;2025-04-17;2900.32;PR;RS;TransRápido;VUC;entregue;0
2025-03-10;2025-03-10;3534.61;SC;PE;LogMais;3/4;entregue;0
2025-04-22;2025-04-25;1991.07;BA;RS;LogMais;Carreta;entregue;3
2025-04-10;2025-04-12;3034.43;PR;RJ;CargaJá;Carreta;entregue;2
2025-04-08;2025-04-08;2133.29;PR;MT;FreteCerto;VUC;entregue;0
2025-04-09;2025-04-09;3543.11;PE;SP;CargaJá;Truck;entregue;0
2025-03-10;2025-03-10;3409.59;SP;GO;CargaJá;3/4;entregue;0
2025-04-24;2025-04-24;1844.79;SC;MG;LogMais;Truck;entregue;0
2025-04-24;2025-04-23;1731.72;PR;SC;TransRápido;Truck;adiantada;-1
2025-03-24;2025-03-25;2163.99;BA;MT;TransRápido;Carreta;entregue;1
2025-02-28;2025-03-03;1115.18;BA;ES;TransRápido;Truck;entregue;3
2025-03-08;2025-03-08;2814.23;SP;GO;CargaJá;VUC;entregue;0
2025-04-20;2025-04-19;3195.84;PE;ES;CargaJá;Truck;adiantada;-1
2025-04-12;2025-04-13;1414.59;PE;MT;FreteCerto;VUC;entregue;1
2025-04-01;2025-04-01;935.22;SC;MT;FreteCerto;Truck;entregue;0
2025-03-16;2025-03-15;3520.64;BA;RJ;TransRápido;Truck;adiantada;-1
2025-03-19;2025-03-18;3121.69;PR;RS;LogMais;Truck;adiantada;-1
2025-02-27;2025-02-27;1419.07;BA;ES;LogMais;VUC;entregue;0
2025-03-17;2025-03-17;1477.84;GO;MS;CargaJá;VUC;entregue;0
2025-03-14;2025-03-16;3805.53;SP;PR;CargaJá;Truck;entregue;2
2025-04-09;2025-04-09;2379.54;BA;MG;CargaJá;3/4;entregue;0
2025-04-19;2025-04-22;2983.51;MG;PE;CargaJá;Carreta;entregue;3
2025-03-03;2025-03-05;2633.17;MG;SC;CargaJá;Carreta;entregue;2
2025-03-03;2025-03-06;1654.83;SC;RS;TransRápido;VUC;entregue;3
2025-02-24;2025-02-24;3068.49;GO;RJ;CargaJá;Carreta;entregue;0
2025-04-05;2025-04-05;3441.35;MT;BA;CargaJá;VUC;entregue;0
2025-02-28;2025-02-27;1253.44;ES;BA;CargaJá;VUC;adiantada;-1
2025-04-10;2025-04-09;2407.54;ES;MS;FreteCerto;VUC;adiantada;-1
2025-04-12;2025-04-12;1820.77;MG;PE;FreteCerto;VUC;entregue;0
2025-03-19;2025-03-22;1132.54;SC;SP;FreteCerto;Carreta;entregue;3
2025-03-19;2025-03-21;2863.81;SP;SC;TransRápido;Carreta;entregue;2
2025-04-17;2025-04-17;3495.29;GO;MS;CargaJá;Truck;entregue;0
2025-02-25;2025-02-24;1348.51;PR;RS;FreteCerto;VUC;adiantada;-1
2025-03-21;2025-03-21;3432.14;MT;ES;TransRápido;VUC;entregue;0
2025-04-13;2025-04-13;1163.85;MT;PE;FreteCerto;Truck;entregue;0
2025-03-16;2025-03-16;1371.29;BA;PE;FreteCerto;3/4;entregue;0
2025-04-22;2025-04-25;808.28;MT;PR;FreteCerto;Truck;entregue;3
2025-03-22;2025-03-22;2956.79;RS;GO;TransRápido;3/4;entregue;0
2025-04-02;2025-04-04;1874.7;MG;ES;TransRápido;Carreta;entregue;2
2025-03-22;2025-03-22;2879.0;ES;PR;TransRápido;3/4;entregue;0
2025-04-19;2025-04-19;3286.22;ES;RS;LogMais;Truck;entregue;0
2025-04-09;2025-04-08;1193.41;MS;MT;LogMais;Truck;adiantada;-1
2025-02-24;2025-02-27;2516.76;ES;BA;LogMais;Truck;entregue;3
2025-03-21;2025-03-22;2180.43;GO;MT;FreteCerto;3/4;entregue;1
2025-04-13;2025-04-15;2356.84;PR;RJ;TransRápido;VUC;entregue;2
2025-04-06;2025-04-06;1312.4;PR;RS;FreteCerto;3/4;entregue;0
2025-03-10;2025-03-10;3331.6;BA;RJ;FreteCerto;Carreta;entregue;0
2025-03-20;2025-03-19;1854.51;PE;GO;LogMais;3/4;adiantada;-1
2025-04-20;2025-04-23;1223.8;PR;RS;TransRápido;VUC;entregue;3
2025-03-07;2025-03-10;3132.02;SP;PR;TransRápido;Carreta;entregue;3
